mol_0000,-40.0074188038
mol_0001,-79.3228807145
mol_0002,-78.1227851596
mol_0003,-76.8285609389
mol_0004,-154.504351652
mol_0005,-153.294413080
mol_0006,-154.503769643
mol_0007,-117.408479175
mol_0008,-118.620012455
mol_0009,-117.432726973
mol_0010,-116.153202681
mol_0011,-133.447513224
mol_0012,-134.716790845
mol_0013,-132.163298440
mol_0014,-134.726411751
mol_0015,-153.239242325
mol_0016,-155.467741228
mol_0017,-156.712329719
mol_0018,-155.434721676
mol_0019,-172.765478264
mol_0020,-172.736764396
mol_0021,-173.996178169
mol_0022,-170.247084022
mol_0023,-168.955127823
mol_0024,-174.000250162
mol_0025,-171.451595480
mol_0026,-156.696114352
mol_0027,-174.008867416
mol_0028,-172.743864060
mol_0029,-174.013264570
mol_0030,-172.778956120
mol_0031,-172.751439847
mol_0032,-171.482627707
mol_0033,-192.555219093
mol_0034,-192.534063441
mol_0035,-193.794766172
mol_0036,-191.339437296
mol_0037,-156.713235233
mol_0038,-193.791286318
mol_0039,-192.600833627
mol_0040,-192.577926132
mol_0041,-193.787728735
mol_0042,-192.595267413
mol_0043,-192.590011091
mol_0044,-190.048645062
mol_0045,-192.565924238
mol_0046,-191.284817817
mol_0047,-208.571657398
mol_0048,-157.900039905
mol_0049,-208.650900542
mol_0050,-208.626423807
mol_0051,-208.539287583
mol_0052,-209.856162553
mol_0053,-157.909324448
mol_0054,-155.501939930
mol_0055,-154.221755526
mol_0056,-152.941100549
mol_0057,-156.736085709
mol_0058,-156.733008278
mol_0059,-233.086875675
mol_0060,-231.883371145
mol_0061,-231.856362606
mol_0062,-233.072895285
mol_0063,-233.077115255
mol_0064,-230.641691363
mol_0065,-230.640179972
mol_0066,-229.356598549
mol_0067,-231.851224122
mol_0068,-230.571308518
mol_0069,-194.804690094
mol_0070,-231.874650647
mol_0072,-231.892290013
mol_0073,-233.077900057
mol_0074,-231.890720718
mol_0075,-231.834292611
mol_0076,-230.557311612
mol_0077,-231.862799111
mol_0078,-230.646587989
mol_0079,-231.841116421
mol_0080,-194.777419058
mol_0081,-230.621750807
mol_0082,-229.355798363
mol_0083,-231.851262639
mol_0084,-230.563958320
mol_0085,-246.627894850
mol_0086,-245.398400649
mol_0087,-245.457540037
mol_0088,-247.869088487
mol_0089,-247.849294783
mol_0090,-247.932141276
mol_0091,-193.501093588
mol_0092,-246.706617251
mol_0093,-249.141707959
mol_0094,-247.911042601
mol_0095,-249.144273625
mol_0096,-247.838332090
mol_0097,-249.146139279
mol_0098,-247.919717106
mol_0099,-247.926757899
mol_0100,-247.913778317
mol_0101,-249.122068070
mol_0102,-194.767252489
mol_0103,-247.844811117
mol_0104,-247.935148389
mol_0105,-247.905546765
mol_0106,-247.872614212
mol_0107,-249.136472124
mol_0108,-246.706531569
mol_0109,-246.674002329
mol_0110,-245.389884970
mol_0111,-246.679666392
mol_0112,-247.901469806
mol_0113,-193.492890979
mol_0114,-246.669318591
mol_0115,-247.865087700
mol_0116,-246.639648790
mol_0117,-246.640620309
mol_0118,-246.628790833
mol_0119,-245.345039338
mol_0121,-568.369918615
mol_0122,-568.391369432
mol_0123,-192.207361839
mol_0124,-196.029398120
mol_0125,-194.800255931
mol_0126,-193.522887514
mol_0127,-194.789245241
mol_0128,-195.980091368
mol_0129,-193.514600545
mol_0130,-195.990257047
mol_0132,-193.529559610
mol_0133,-192.253911045
mol_0134,-196.013719718
mol_0135,-196.010795447
mol_0136,-194.747106235
mol_0137,-195.991065961
mol_0138,-194.712336606
mol_0139,-196.009965352
mol_0140,-212.083411170
mol_0141,-209.654974506
mol_0142,-210.844467357
mol_0143,-212.069099743
mol_0144,-212.050968403
mol_0145,-212.028788121
mol_0146,-212.030678619
mol_0147,-212.047316619
mol_0148,-212.030302303
mol_0149,-212.073753690
mol_0150,-195.985210166
mol_0151,-212.015252248
mol_0152,-210.779723895
mol_0153,-209.502947782
mol_0154,-213.273404045
mol_0155,-209.535553668
mol_0156,-208.251444078
mol_0157,-212.047744961
mol_0158,-209.555917751
mol_0159,-212.039240319
mol_0160,-209.548709808
mol_0161,-196.004414155
mol_0162,-213.277973972
mol_0163,-213.282863253
mol_0164,-210.740332209
mol_0165,-210.779937633
mol_0166,-208.277926219
mol_0167,-213.276830946
mol_0168,-210.731471335
mol_0169,-213.286661670
mol_0170,-212.026283343
mol_0171,-213.290657126
mol_0172,-195.990739165
mol_0173,-212.041449055
mol_0174,-210.766334500
mol_0175,-213.295171506
mol_0176,-212.058440509
mol_0177,-212.057981311
mol_0178,-213.290328132
mol_0179,-212.042641669
mol_0180,-210.774465669
mol_0181,-226.829057605
mol_0182,-212.049231579
mol_0183,-197.195781337
mol_0184,-212.030481831
mol_0185,-209.533419725
mol_0186,-225.546661692
mol_0187,-212.036084448
mol_0188,-210.768944611
mol_0189,-225.638012612
mol_0190,-230.682656069
mol_0191,-229.456438338
mol_0192,-231.871353559
mol_0193,-230.647196736
mol_0194,-197.205393499
mol_0195,-231.880971679
mol_0196,-231.845646971
mol_0197,-231.826193373
mol_0198,-231.837578490
mol_0199,-231.827015035
mol_0200,-231.883871849
mol_0201,-231.813423816
mol_0202,-230.601821406
mol_0203,-229.319619997
mol_0204,-233.072792743
mol_0205,-197.208242165
mol_0206,-230.629896370
mol_0207,-231.859009818
mol_0208,-230.636536073
mol_0209,-231.868305655
mol_0210,-230.627150329
mol_0211,-233.084734815
mol_0212,-233.081619895
mol_0213,-231.863889300
mol_0214,-230.591991820
mol_0215,-229.357563190
mol_0216,-193.593412759
mol_0217,-234.024228720
mol_0218,-235.268713496
mol_0219,-233.992899804
mol_0220,-248.829873340
mol_0221,-264.910992221
mol_0222,-264.893843430
mol_0223,-250.054052170
mol_0224,-250.074049679
mol_0225,-250.096475600
mol_0226,-250.132391968
mol_0227,-235.270102897
mol_0228,-250.094871826
mol_0229,-250.090057682
mol_0230,-248.863416916
mol_0231,-248.860002156
mol_0232,-250.126020092
mol_0233,-247.683763817
mol_0234,-251.367344045
mol_0235,-264.943918650
mol_0236,-263.687693482
mol_0237,-264.879238319
mol_0238,-235.286903899
mol_0239,-250.081514431
mol_0240,-263.687742381
mol_0241,-267.395308024
mol_0242,-263.694502278
mol_0243,-266.162461595
mol_0244,-264.852815750
mol_0245,-266.144884877
mol_0246,-266.059336308
mol_0247,-250.107679350
mol_0248,-250.117384032
mol_0249,-235.263594919
mol_0250,-266.127453302
mol_0251,-264.864928661
mol_0252,-264.918500132
mol_0253,-251.314840888
mol_0254,-251.360884257
mol_0255,-248.833706273
mol_0256,-251.342588728
mol_0257,-251.358478258
mol_0258,-251.350245151
mol_0259,-251.367199366
mol_0260,-235.284895683
mol_0261,-251.335383420
mol_0262,-251.335922690
mol_0263,-248.951696519
mol_0264,-251.343684748
mol_0265,-251.319900284
mol_0266,-251.363434919
mol_0267,-250.120131186
mol_0268,-250.131611709
mol_0269,-251.328585089
mol_0270,-251.329836578
mol_0271,-235.268629676
mol_0272,-248.944658865
mol_0273,-264.918562441
mol_0274,-266.143276087
mol_0275,-266.094811661
mol_0276,-266.081279039
mol_0277,-251.333039244
mol_0278,-267.398277116
mol_0279,-251.309287465
mol_0280,-251.339791420
mol_0281,-264.939196684
mol_0282,-235.267061712
mol_0283,-267.328839400
mol_0284,-266.158012092
mol_0285,-264.958615232
mol_0286,-263.624177212
mol_0287,-264.915311755
mol_0288,-264.851828250
mol_0289,-266.139660841
mol_0290,-264.920740155
mol_0291,-251.322149186
mol_0292,-250.073154747
mol_0293,-236.473942823
mol_0294,-248.799101035
mol_0295,-267.336256231
mol_0296,-264.845043223
mol_0297,-267.381823632
mol_0298,-267.402865940
mol_0299,-251.353794033
mol_0300,-250.127409495
mol_0301,-266.171404321
mol_0302,-264.959646113
mol_0303,-267.377985932
mol_0304,-236.496363711
mol_0305,-266.157933119
mol_0306,-264.866978641
mol_0307,-251.345067178
mol_0308,-251.329031612
mol_0309,-250.084250536
mol_0310,-248.814565527
mol_0311,-251.306849807
mol_0312,-251.308236612
mol_0313,-251.324406676
mol_0314,-250.080753372
mol_0315,-236.486255793
mol_0316,-248.815973446
mol_0317,-251.307403965
mol_0318,-251.350635754
mol_0319,-251.292584458
mol_0320,-250.052530999
mol_0321,-248.784658513
mol_0322,-250.072299897
mol_0323,-250.066974188
mol_0324,-251.295267657
mol_0325,-248.804055351
mol_0327,-234.046062990
mol_0328,-252.549813402
mol_0329,-246.329455894
mol_0330,-247.621599006
mol_0331,-247.613522515
mol_0332,-246.341355584
mol_0333,-248.825142228
mol_0334,-246.340308598
mol_0335,-245.061140410
mol_0336,-247.545652084
mol_0337,-251.325419257
mol_0338,-236.485334077
mol_0339,-251.328429773
mol_0340,-248.852394711
mol_0341,-251.331284916
mol_0342,-248.841208357
mol_0343,-251.321529142
mol_0344,-248.842129334
mol_0345,-248.821658478
mol_0346,-252.551862984
mol_0347,-251.335506572
mol_0348,-248.856826954
mol_0349,-232.822790543
mol_0350,-252.560694176
mol_0351,-250.031475398
mol_0352,-252.560023300
mol_0353,-250.027118997
mol_0354,-247.535497560
mol_0355,-250.065390706
mol_0356,-250.062219068
mol_0357,-247.568921038
mol_0358,-251.323719999
mol_0359,-248.834928520
mol_0360,-232.857463951
mol_0361,-251.314850447
mol_0362,-248.829780496
mol_0363,-252.555258357
mol_0364,-252.559625894
mol_0365,-250.033938679
mol_0366,-250.055546335
mol_0367,-247.558782800
mol_0368,-252.554424280
mol_0370,-252.563285768
mol_0371,-231.664503274
mol_0372,-252.568301851
mol_0373,-266.131544884
mol_0374,-266.141800315
mol_0375,-266.122468701
mol_0376,-266.135940840
mol_0377,-266.118695008
mol_0378,-267.341149897
mol_0379,-267.373280532
mol_0380,-264.861199591
mol_0381,-264.878660707
mol_0382,-232.863803927
mol_0383,-267.356533827
mol_0384,-267.339777558
mol_0385,-267.370586014
mol_0386,-251.303058863
mol_0387,-250.058885927
mol_0388,-248.791536319
mol_0389,-251.308747845
mol_0390,-252.568409362
mol_0391,-251.314744351
mol_0392,-250.048930473
mol_0393,-232.886996866
mol_0394,-252.576700429
mol_0395,-251.318691477
mol_0396,-250.053360124
mol_0397,-252.557419351
mol_0398,-251.312329805
mol_0399,-250.046757942
mol_0401,-262.356123059
mol_0402,-266.116566980
mol_0403,-266.143534211
mol_0404,-234.091975502
mol_0405,-266.141816519
mol_0406,-264.929944039
mol_0407,-268.604910078
mol_0408,-267.364103338
mol_0409,-263.556110056
mol_0410,-268.604237496
mol_0411,-268.597681896
mol_0412,-267.360516671
mol_0413,-264.863024917
mol_0414,-266.087647609
mol_0415,-234.066850845
mol_0416,-266.114256632
mol_0417,-267.336232001
mol_0418,-267.344970421
mol_0419,-266.096730891
mol_0420,-267.369974693
mol_0421,-267.330775362
mol_0422,-251.312804207
mol_0423,-251.340034413
mol_0424,-251.338615950
mol_0425,-251.315771382
mol_0426,-232.792753971
mol_0427,-267.333144521
mol_0428,-251.319959602
mol_0429,-251.320652373
mol_0430,-250.056458230
mol_0431,-252.575013196
mol_0432,-252.572288785
mol_0433,-251.324459488
mol_0434,-250.056370500
mol_0435,-268.595925185
mol_0436,-268.608522526
mol_0437,-234.083635075
mol_0438,-234.036367865
mol_0439,-264.934804105
mol_0440,-268.603890854
mol_0441,-267.354036413
mol_0442,-267.373621270
mol_0443,-266.112031681
mol_0444,-267.367074886
mol_0445,-267.337705056
mol_0446,-266.087799889
mol_0447,-266.107439734
mol_0448,-266.115061302
mol_0449,-231.644340086
mol_0450,-267.350980659
mol_0451,-266.153836422
mol_0452,-264.849965658
mol_0454,-251.317989799
mol_0455,-250.063754967
mol_0456,-248.798897131
mol_0457,-267.324669335
mol_0458,-264.850542063
mol_0459,-248.932333062
mol_0460,-232.852796379
mol_0461,-251.372243289
mol_0462,-250.131163421
mol_0463,-264.908190113
