mol_0000,-39.9499514689
mol_0001,-79.2924185630
mol_0002,-78.1160188994
mol_0003,-76.8225775002
mol_0004,-154.491578625
mol_0005,-153.289534366
mol_0006,-154.493732784
mol_0007,-117.374611647
mol_0008,-118.590452499
mol_0009,-117.422489287
mol_0010,-116.143828740
mol_0011,-133.430120092
mol_0012,-134.690436425
mol_0013,-132.153139072
mol_0014,-134.699223552
mol_0015,-153.229004071
mol_0016,-155.458100508
mol_0017,-156.701944988
mol_0018,-155.422948175
mol_0019,-172.739785969
mol_0020,-172.719648542
mol_0021,-173.967834066
mol_0022,-170.241605183
mol_0023,-168.925746796
mol_0024,-173.975991047
mol_0025,-171.439240445
mol_0026,-156.654473902
mol_0027,-173.980669982
mol_0028,-172.716133068
mol_0029,-173.983982062
mol_0030,-172.726157184
mol_0031,-172.725100067
mol_0032,-171.457907800
mol_0033,-192.548173166
mol_0034,-192.524601325
mol_0035,-193.774571945
mol_0036,-191.336276581
mol_0037,-156.679094566
mol_0038,-193.781534042
mol_0039,-192.596298829
mol_0040,-192.572745275
mol_0041,-193.779590240
mol_0042,-192.578913361
mol_0043,-192.548633854
mol_0044,-190.044307667
mol_0045,-192.546227729
mol_0046,-191.274319169
mol_0047,-208.550360072
mol_0048,-157.875006637
mol_0049,-208.641413679
mol_0050,-208.622721256
mol_0051,-208.530630911
mol_0052,-209.813834290
mol_0053,-157.877396247
mol_0054,-155.496147413
mol_0055,-154.215426202
mol_0056,-152.908109295
mol_0057,-156.725367794
mol_0058,-156.723512669
mol_0059,-233.063433173
mol_0060,-231.877450826
mol_0061,-231.851006348
mol_0062,-233.056634979
mol_0063,-233.064672562
mol_0064,-230.635475638
mol_0065,-230.636442346
mol_0066,-229.350697295
mol_0067,-231.827026273
mol_0068,-230.554906064
mol_0069,-194.793869305
mol_0070,-231.859277909
mol_0072,-231.876011117
mol_0073,-233.066310452
mol_0074,-231.862385219
mol_0075,-231.818524606
mol_0076,-230.548985083
mol_0077,-231.825046699
mol_0078,-230.635160722
mol_0079,-231.814902529
mol_0080,-194.738615033
mol_0081,-230.605727570
mol_0082,-229.343910217
mol_0083,-231.834334196
mol_0084,-230.553523468
mol_0085,-246.611595419
mol_0086,-245.390494375
mol_0087,-245.450574796
mol_0088,-247.850055985
mol_0089,-247.828969765
mol_0090,-247.922789776
mol_0091,-193.482024239
mol_0092,-246.695763001
mol_0093,-249.095900156
mol_0094,-247.904593272
mol_0095,-249.098512108
mol_0096,-247.815186931
mol_0097,-249.095909041
mol_0098,-247.913735380
mol_0099,-247.916989274
mol_0100,-247.870791882
mol_0101,-249.090403652
mol_0102,-194.743958582
mol_0103,-247.833749647
mol_0104,-247.861344039
mol_0105,-247.843949814
mol_0106,-247.838383271
mol_0107,-249.096385945
mol_0108,-246.687420869
mol_0109,-246.664960636
mol_0110,-245.383265091
